Beer Name,Ratings,Style Name,Cellar Temperature,Serving Temperature,Score
39974,2,AmericanIPA,40-45,45-50,3.54
128245,0,SaisonFarmhouseAle,45-50,45-50,0
75632,1,AmericanPorter,40-45,45-50,3.79
73755,348,AmericanMaltLiquor,35-40,35-40,2.43
98658,0,AmericanPaleLager,35-40,40-45,0
114357,1,GermanPilsener,35-40,40-45,4
32204,1,BerlinerWeissbier,40-45,45-50,3.52
35697,3,AmericanBrownAle,40-45,45-50,4.15
159674,1,CzechPilsener,35-40,40-45,3.63
138128,1,Hefeweizen,40-45,45-50,3.49
69617,2,Hefeweizen,40-45,45-50,3.72
139681,7,Weizenbock,40-45,45-50,3.28
85998,7,MunichHellesLager,35-40,40-45,4
63418,0,FruitVegetableBeer,35-40,40-45,0
87452,1,AmericanPorter,40-45,45-50,3.89
112238,1,BerlinerWeissbier,40-45,45-50,4.25
56364,13,AmericanWildAle,40-45,45-50,3.94
92574,1,AmericanBlondeAle,35-40,40-45,2.28
151782,107,EnglishPorter,,50-55,3.71
135921,3,EnglishBarleywine,45-50,50-55,3.83
21937,0,Witbier,40-45,45-50,0
38510,3,Tripel,45-50,45-50,3.63
154034,1,EuroPaleLager,35-40,40-45,2.5
103175,2,AmericanPorter,40-45,45-50,4.42
88853,1,AmericanAdjunctLager,35-40,35-40,2.18
117092,1,AmericanPaleAle(APA),35-40,40-45,4
92386,1,ScottishGruitAncientHerbedAle,40-45,45-50,3.87
95295,29,AmericanDoubleImperialStout,45-50,50-55,4.19
162797,0,AmericanDoubleImperialStout,45-50,50-55,0
38299,2,AmericanIPA,40-45,45-50,3.71
89715,0,EuroPaleLager,35-40,40-45,0
144096,1,AmericanIPA,40-45,45-50,4.5
167549,1,ViennaLager,35-40,40-45,2.83
120299,2,Dubbel,45-50,45-50,3.25
42273,1,AmericanStout,40-45,45-50,4.03
16431,0,BerlinerWeissbier,40-45,45-50,0
91760,2,IrishDryStout,40-45,45-50,3.92
26975,1,AmericanPorter,40-45,45-50,4.09
30814,1,AmericanPaleLager,35-40,40-45,4.33
83803,0,AmericanAmberRedAle,40-45,45-50,0
131176,2,Weizenbock,40-45,45-50,3.88
25413,4,AmericanIPA,40-45,45-50,4.4
84610,0,AmericanBlondeAle,35-40,40-45,0
15723,1,BelgianStrongPaleAle,40-45,50-55,3.32
46659,8,AmericanAdjunctLager,35-40,35-40,3.15
89616,1,AmericanPaleAle(APA),35-40,40-45,3.5
90543,3,Schwarzbier,40-45,45-50,3.85
25752,1,SaisonFarmhouseAle,45-50,45-50,4.04
6403,172,AmericanIPA,40-45,45-50,4.23
36360,0,AmericanPaleAle(APA),35-40,40-45,0
75137,56,AmericanPorter,40-45,45-50,4
92722,9,AmericanPaleLager,35-40,40-45,3.98
126372,1,AmericanIPA,40-45,45-50,4.1
17843,4,AmericanIPA,40-45,45-50,3.6
9252,182,AmericanPorter,40-45,45-50,4.45
160955,3,GermanPilsener,35-40,40-45,3.81
88413,1,AmericanBlondeAle,35-40,40-45,3.33
161723,2,Hefeweizen,40-45,45-50,3.38
87041,12,AmericanIPA,40-45,45-50,3.82
167245,5,EnglishBrownAle,40-45,45-50,3.87
140603,10,AmericanBlondeAle,35-40,40-45,3.52
12505,1,AmericanBarleywine,45-50,50-55,3.79
1138,4,ScotchAleWeeHeavy,40-45,45-50,3.89
55925,11,AmericanWildAle,40-45,45-50,3.84
9360,7,AmericanIPA,40-45,45-50,4.63
47811,1,MunichDunkelLager,40-45,45-50,4
42079,42,SaisonFarmhouseAle,45-50,45-50,3.38
53615,135,Lambic-Fruit,45-50,45-50,3.92
45278,158,AmericanAmberRedAle,40-45,45-50,3.71
71478,4,AmericanDoubleImperialIPA,45-50,50-55,4.41
140911,29,BelgianStrongDarkAle,45-50,45-50,3.6
103111,8,AmericanPorter,40-45,45-50,3.69
4887,0,Hefeweizen,40-45,45-50,0
148398,6,AmericanIPA,40-45,45-50,3.87
31777,5,AmericanPaleLager,35-40,40-45,3.27
140057,11,AmericanWildAle,40-45,45-50,4.21
127927,2,GermanPilsener,35-40,40-45,2.88
99174,0,BerlinerWeissbier,40-45,45-50,0
56912,1,SaisonFarmhouseAle,45-50,45-50,3.58
42458,24,AmericanDoubleImperialIPA,45-50,50-55,4.23
44960,13,AmericanIPA,40-45,45-50,3.71
103455,2,AmericanAmberRedAle,40-45,45-50,4.3
100593,4,AmericanIPA,40-45,45-50,4.1
122308,1,AmericanIPA,40-45,45-50,4
34586,4,AmericanAmberRedAle,40-45,45-50,3.49
89706,2,EnglishBitter,,45-50,3.16
41108,17,AmericanIPA,40-45,45-50,3.59
101596,0,EuroStrongLager,35-40,40-45,0
80906,5,EnglishIndiaPaleAle(IPA),35-40,40-45,3.67
155513,2,AmericanWildAle,40-45,45-50,3.85
157708,2,Dubbel,45-50,45-50,3.44
58679,57,EnglishBrownAle,40-45,45-50,3.69
115349,1,AmericanIPA,40-45,45-50,4
44809,1,Doppelbock,40-45,45-50,3.48
47102,1,Schwarzbier,40-45,45-50,3.5
43899,0,MaibockHellesBock,40-45,45-50,0
144656,0,Witbier,40-45,45-50,0
8879,12,CzechPilsener,35-40,40-45,2.81
136796,3,AmericanPorter,40-45,45-50,3.67
118486,0,SaisonFarmhouseAle,45-50,45-50,0
26219,7,Rauchbier,40-45,50-55,3.89
82757,5,AmericanIPA,40-45,45-50,4.19
103991,47,AmericanDoubleImperialStout,45-50,50-55,4.29
65108,1,AmericanPaleAle(APA),35-40,40-45,3.5
48975,1,Eisbock,40-45,50-55,3.5
148880,4,AmericanPaleAle(APA),35-40,40-45,3.53
67888,1,BelgianStrongPaleAle,40-45,50-55,3.3
8925,4,SaisonFarmhouseAle,45-50,45-50,3.81
150696,2,Wheatwine,40-45,45-50,3.76
51612,2,AmericanIPA,40-45,45-50,3.75
79452,1,AmericanIPA,40-45,45-50,3.75
138568,7,AmericanWildAle,40-45,45-50,3.85
8809,19,AmericanDoubleImperialIPA,45-50,50-55,4.4
15793,160,ScotchAleWeeHeavy,40-45,45-50,4.07
26602,4,BelgianStrongDarkAle,45-50,45-50,3.78
73609,2,PumpkinAle,40-45,45-50,3.75
36885,0,AmericanDoubleImperialStout,45-50,50-55,0
131494,12,AmericanIPA,40-45,45-50,3.71
165086,3,Witbier,40-45,45-50,3.81
14036,5,AmericanDoubleImperialIPA,45-50,50-55,4.47
67849,1,EnglishPaleAle,40-45,45-50,1.5
114411,3,CzechPilsener,35-40,40-45,3.61
98369,3,EnglishBrownAle,40-45,45-50,3.75
74335,16,AmericanIPA,40-45,45-50,3.82
140294,1,MaibockHellesBock,40-45,45-50,3.67
57130,21,AmericanDoubleImperialIPA,45-50,50-55,4.12
116397,2,HerbedSpicedBeer,,45-50,3.28
4595,1,AmericanStout,40-45,45-50,4.34
131037,11,GermanPilsener,35-40,40-45,2.3
146252,0,AmericanIPA,40-45,45-50,0
127272,0,Kvass,,,0
148703,0,AmericanBlondeAle,35-40,40-45,0
89102,51,RyeBeer,40-45,45-50,3.78
5760,9,AmericanIPA,40-45,45-50,4.02
67912,1,AmericanDoubleImperialIPA,45-50,50-55,4.25
33426,0,CreamAle,35-40,40-45,0
127834,1,AmericanBrownAle,40-45,45-50,4
106350,2,Witbier,40-45,45-50,3.75
54100,1,SmokedBeer,,50-55,4.35
78668,0,AmericanAmberRedAle,40-45,45-50,0
110491,1,AmericanPaleAle(APA),35-40,40-45,3.71
82267,1,EuroPaleLager,35-40,40-45,3.28
75764,1,AmericanDoubleImperialStout,45-50,50-55,4.25
158990,1,EnglishBitter,,45-50,3.5
65913,3,AmericanDoubleImperialIPA,45-50,50-55,3.85
84952,9,AmericanWildAle,40-45,45-50,4.35
67231,3,BelgianStrongDarkAle,45-50,45-50,3.96
23761,128,AmericanWildAle,40-45,45-50,4.1
13021,1,AmericanPorter,40-45,45-50,3.83
48533,34,AmericanWildAle,40-45,45-50,4.21
54067,2,EnglishPorter,,50-55,4.19
40746,8,AmericanStout,40-45,45-50,3.9
18426,2,BiredeGarde,45-50,45-50,4.6
146623,484,GermanPilsener,35-40,40-45,3.48
133973,3,Bock,40-45,45-50,4.07
74557,2,AmericanIPA,40-45,45-50,3.92
60857,1,AmericanAmberRedAle,40-45,45-50,2.95
76986,0,AmericanBlondeAle,35-40,40-45,0
156992,1,AmericanStout,40-45,45-50,4.2
17216,1,AmericanBlondeAle,35-40,40-45,3.58
26855,1,AmericanDoubleImperialStout,45-50,50-55,3.59
133328,11,EuroStrongLager,35-40,40-45,3.53
113935,38,AmericanPorter,40-45,45-50,4.02
20346,11,Witbier,40-45,45-50,4.06
157666,0,EuroPaleLager,35-40,40-45,0
2825,24,Klsch,35-40,40-45,3.89
43767,0,AmericanAmberRedAle,40-45,45-50,0
128125,26,SaisonFarmhouseAle,45-50,45-50,3.95
30892,3,CreamAle,35-40,40-45,2.63
71351,12,AmericanIPA,40-45,45-50,3.96
10752,5,AmericanIPA,40-45,45-50,3.73
99359,4,AmericanIPA,40-45,45-50,3.75
28582,20,AmericanWildAle,40-45,45-50,3.64
60979,3,AmericanPorter,40-45,45-50,3.74
24397,1,SaisonFarmhouseAle,45-50,45-50,3.9
124731,7,AmericanPorter,40-45,45-50,3.68
17043,2,Weizenbock,40-45,45-50,3.28
5553,125,AmericanPaleAle(APA),35-40,40-45,3.86
6576,3,AmericanAmberRedLager,35-40,40-45,3.35
52604,188,SaisonFarmhouseAle,45-50,45-50,3.83
131621,1,AmericanIPA,40-45,45-50,3.85
34708,0,AmericanBrownAle,40-45,45-50,0
56779,8,AmericanIPA,40-45,45-50,3.57
94458,1,MrzenOktoberfest,40-45,45-50,3.89
161181,32,ScotchAleWeeHeavy,40-45,45-50,3.78
35931,0,AmericanIPA,40-45,45-50,0
159790,0,Hefeweizen,40-45,45-50,0
4511,2,AmericanWildAle,40-45,45-50,4.21
134686,1,AmericanIPA,40-45,45-50,3.8
146790,1,AmericanIPA,40-45,45-50,4.27
55032,1,CzechPilsener,35-40,40-45,3.79
139031,2,AmericanPaleAle(APA),35-40,40-45,2.74
101466,7,SaisonFarmhouseAle,45-50,45-50,3.52
58048,17,AmericanIPA,40-45,45-50,3.68
119672,4,AmericanIPA,40-45,45-50,3.73
100706,4,PumpkinAle,40-45,45-50,4.05
108512,0,Hefeweizen,40-45,45-50,0
114118,4,BelgianStrongDarkAle,45-50,45-50,3.82
85126,0,AmericanIPA,40-45,45-50,0
155620,294,EuroPaleLager,35-40,40-45,2.7
164965,1,Witbier,40-45,45-50,3.52
6263,1,Altbier,40-45,45-50,3.8
106686,17,AmericanAmberRedLager,35-40,40-45,2.75
11881,1,BalticPorter,45-50,50-55,3.98
17627,0,AmericanPaleAle(APA),35-40,40-45,0
17237,1,AmericanPaleAle(APA),35-40,40-45,3.73
33307,1,AmericanWildAle,40-45,45-50,4.25
87427,1,EnglishPorter,,50-55,3.94
15518,7,BelgianPaleAle,40-45,45-50,3.95
5169,1,AmericanPaleAle(APA),35-40,40-45,3.5
70425,4,IrishRedAle,35-40,40-45,1.72
132392,1,AmericanPaleAle(APA),35-40,40-45,3.78
83860,200,AmericanDoubleImperialStout,45-50,50-55,4.1
20186,1,AmericanBlackAle,35-40,40-45,3.9
116528,5,EnglishPorter,,50-55,4.11
51575,0,AmericanPorter,40-45,45-50,0
99378,562,AmericanIPA,40-45,45-50,4.13
149616,6,BelgianStrongPaleAle,40-45,50-55,3.86
123267,1,EnglishPorter,,50-55,4.5
168159,1,SmokedBeer,,50-55,3.75
69782,37,MrzenOktoberfest,40-45,45-50,3.44
55920,0,AmericanDarkWheatAle,40-45,45-50,0
119414,11,BelgianStrongDarkAle,45-50,45-50,4.03
71677,1,AmericanDoubleImperialPilsner,40-45,45-50,3.52
18069,6,AmericanDoubleImperialStout,45-50,50-55,4.25
64401,2,AmericanIPA,40-45,45-50,3.86
164732,2,AmericanDarkWheatAle,40-45,45-50,3.5
40313,1,BelgianPaleAle,40-45,45-50,3.53
86689,2,PumpkinAle,40-45,45-50,4.09
128613,2,SaisonFarmhouseAle,45-50,45-50,4.44
125149,345,AmericanBlondeAle,35-40,40-45,3.64
112138,1,Quadrupel(Quad),45-50,50-55,3.89
118776,8,PumpkinAle,40-45,45-50,3.42
109560,1,AmericanPorter,40-45,45-50,3.5
137826,134,AmericanAdjunctLager,35-40,35-40,3.74
119757,1,AmericanBlondeAle,35-40,40-45,3
133420,1,AmericanStout,40-45,45-50,2.23
148653,1,AmericanBlondeAle,35-40,40-45,3.25
34504,5,AmericanPorter,40-45,45-50,3.58
154378,2,Tripel,45-50,45-50,4.19
158194,58,BelgianStrongDarkAle,45-50,45-50,3.9
150454,2,ViennaLager,35-40,40-45,3.88
126997,2,AmericanPaleAle(APA),35-40,40-45,3.13
59494,2,MrzenOktoberfest,40-45,45-50,3.97
156272,211,AmericanIPA,40-45,45-50,4.19
104834,3,BelgianIPA,35-40,40-45,3.56
167325,8,AmericanIPA,40-45,45-50,3.82
1410,2,AmericanPorter,40-45,45-50,3.6
129772,1,AmericanDoubleImperialStout,45-50,50-55,4.24
80550,1,AmericanStout,40-45,45-50,3.54
26486,43,AmericanDoubleImperialIPA,45-50,50-55,4.33
161977,13,AmericanIPA,40-45,45-50,3.82
135549,11,AmericanIPA,40-45,45-50,4.14
101354,12,AmericanPaleAle(APA),35-40,40-45,3.74
50889,1,BelgianIPA,35-40,40-45,4.34
17594,46,AmericanBlondeAle,35-40,40-45,3.36
19426,2,AmericanIPA,40-45,45-50,3.5
114819,15,AmericanPorter,40-45,45-50,3.57
150169,3,EnglishIndiaPaleAle(IPA),35-40,40-45,3.59
155612,5,EuroPaleLager,35-40,40-45,2.58
72582,3,AmericanIPA,40-45,45-50,4.12
39432,1,BelgianPaleAle,40-45,45-50,3.5
48215,1,AmericanPaleAle(APA),35-40,40-45,3.21
136591,3,Rauchbier,40-45,50-55,4.17
110730,3,AmericanPaleAle(APA),35-40,40-45,3.8
44148,0,AmericanBrownAle,40-45,45-50,0
133364,1,Hefeweizen,40-45,45-50,3.84
116502,1,RyeBeer,40-45,45-50,4.06
6927,2,AmericanPaleAle(APA),35-40,40-45,3.66
95591,36,FruitVegetableBeer,35-40,40-45,3.43
125082,73,AmericanAmberRedAle,40-45,45-50,3.41
47682,21,MunichDunkelLager,40-45,45-50,3.24
162104,1,AmericanPaleAle(APA),35-40,40-45,4.15
74335,27,AmericanIPA,40-45,45-50,3.29
47207,2,AmericanIPA,40-45,45-50,3.34
27187,6,BelgianDarkAle,45-50,45-50,3.74
83101,0,Klsch,35-40,40-45,0
132667,2,EnglishIndiaPaleAle(IPA),35-40,40-45,3.81
153306,1,RyeBeer,40-45,45-50,4
96095,9,ViennaLager,35-40,40-45,4.16
6018,2,AmericanAmberRedAle,40-45,45-50,3.79
101728,24,AmericanIPA,40-45,45-50,4
55912,1,SaisonFarmhouseAle,45-50,45-50,4.01
118860,6,PumpkinAle,40-45,45-50,3.88
35153,5,EuroStrongLager,35-40,40-45,2.8
94997,0,AmericanDoubleImperialStout,45-50,50-55,0
19425,3,AmericanBlackAle,35-40,40-45,3.59
71864,1,AmericanDoubleImperialIPA,45-50,50-55,3.71
22533,39,BelgianStrongDarkAle,45-50,45-50,3.75
28184,15,AmericanPorter,40-45,45-50,4.2
148798,3,AmericanPaleAle(APA),35-40,40-45,3.71
99018,4,AmericanAmberRedAle,40-45,45-50,3.15
17226,1,AmericanDoubleImperialIPA,45-50,50-55,3.72
39912,9,AmericanIPA,40-45,45-50,3.65
70097,107,CreamAle,35-40,40-45,3.5
97220,2,AmericanStout,40-45,45-50,4.38
48959,3,KellerbierZwickelbier,35-40,40-45,3.05
92643,2,MaibockHellesBock,40-45,45-50,3.39
87549,9,AmericanIPA,40-45,45-50,4.39
57800,2,BerlinerWeissbier,40-45,45-50,3.88
22059,1,Bock,40-45,45-50,3.65
148732,0,AmericanIPA,40-45,45-50,0
16652,1,AmericanStrongAle,45-50,50-55,4
15753,15,BelgianPaleAle,40-45,45-50,4.21
78009,3,AmericanDoubleImperialIPA,45-50,50-55,3.91
127407,2,HerbedSpicedBeer,,45-50,3.72
151980,0,ScotchAleWeeHeavy,40-45,45-50,0
97965,77,SaisonFarmhouseAle,45-50,45-50,4.21
75570,0,GermanPilsener,35-40,40-45,0
22611,2,AmericanPorter,40-45,45-50,3.36
73017,1,AmericanPorter,40-45,45-50,3.83
138421,23,AmericanIPA,40-45,45-50,4.33
136884,6,SmokedBeer,,50-55,3.98
94290,13,AmericanPaleAle(APA),35-40,40-45,4.28
15647,0,BelgianPaleAle,40-45,45-50,0
123716,3,MunichDunkelLager,40-45,45-50,3.73
106117,2,MrzenOktoberfest,40-45,45-50,3.67
60741,30,AmericanAmberRedAle,40-45,45-50,3.46
34125,1,AmericanWildAle,40-45,45-50,4.63
35663,2,AmericanStout,40-45,45-50,3.69
33221,3,AmericanPorter,40-45,45-50,4.23
30511,1,Klsch,35-40,40-45,3.13
158402,9,AmericanPorter,40-45,45-50,3.7
149250,3,AmericanPaleAle(APA),35-40,40-45,3.81
116528,1,AmericanPorter,40-45,45-50,3.69
45752,4,CzechPilsener,35-40,40-45,3.95
143546,1,GermanPilsener,35-40,40-45,3.9
3078,11,Wheatwine,40-45,45-50,4.05
143554,8,IrishDryStout,40-45,45-50,3.89
156740,0,AmericanWildAle,40-45,45-50,0
50829,9,AmericanStout,40-45,45-50,3.96
155316,8,AmericanAmberRedAle,40-45,45-50,3.72
77307,8,EnglishPorter,,50-55,3.89
32849,1,AmericanIPA,40-45,45-50,3.79
26351,1,ScottishGruitAncientHerbedAle,40-45,45-50,4
76843,2,AmericanDoubleImperialIPA,45-50,50-55,3.12
163470,19,AmericanDoubleImperialIPA,45-50,50-55,4.26
133011,48,BelgianStrongDarkAle,45-50,45-50,3.82
45801,2,RyeBeer,40-45,45-50,4.67
86291,0,BiredeGarde,45-50,45-50,0
109503,2,FruitVegetableBeer,35-40,40-45,2.52
14027,10,AmericanDoubleImperialStout,45-50,50-55,4.06
145079,20,AmericanDoubleImperialIPA,45-50,50-55,4.39
110745,4,AmericanDoubleImperialIPA,45-50,50-55,3.87
93838,30,AmericanBrownAle,40-45,45-50,3.59
22933,1,AmericanPaleAle(APA),35-40,40-45,2.94
74335,1,AmericanIPA,40-45,45-50,3.75
56097,10,EnglishPaleMildAle,40-45,45-50,3.84
122924,0,GermanPilsener,35-40,40-45,0
120239,1,AmericanPaleAle(APA),35-40,40-45,3.75
120622,1,MrzenOktoberfest,40-45,45-50,2.45
60580,2,AmericanBlackAle,35-40,40-45,4.24
122911,3,AmericanWildAle,40-45,45-50,4.02
8414,2,BerlinerWeissbier,40-45,45-50,4.48
135876,17,BelgianDarkAle,45-50,45-50,3.62
62253,0,PumpkinAle,40-45,45-50,0
106601,2,MrzenOktoberfest,40-45,45-50,3.25
55467,12,AmericanWildAle,40-45,45-50,4.23
109936,0,AmericanIPA,40-45,45-50,0
138085,2,GermanPilsener,35-40,40-45,3.94
73136,4,MunichHellesLager,35-40,40-45,3.76
115967,4,AmericanIPA,40-45,45-50,4.2
19924,2,AmericanIPA,40-45,45-50,3.76
43763,3,RyeBeer,40-45,45-50,3.5
56767,0,AmericanDoubleImperialStout,45-50,50-55,0
38350,1,AmericanPaleLager,35-40,40-45,3.62
107838,1,SaisonFarmhouseAle,45-50,45-50,3.52
26658,0,BelgianDarkAle,45-50,45-50,0
135371,1,AmericanWildAle,40-45,45-50,4.25
17698,1,GermanPilsener,35-40,40-45,4
112860,10,AmericanAdjunctLager,35-40,35-40,2.26
108302,1,SaisonFarmhouseAle,45-50,45-50,3.79
50456,4,AmericanBlackAle,35-40,40-45,4.17
21646,0,SaisonFarmhouseAle,45-50,45-50,0
87676,0,AmericanPorter,40-45,45-50,0
10264,2,FruitVegetableBeer,35-40,40-45,3.46
10810,49,BelgianStrongPaleAle,40-45,50-55,3.77
1766,2,Tripel,45-50,45-50,3.97
9146,1,AmericanIPA,40-45,45-50,4.09
54655,9,Klsch,35-40,40-45,3.73
121226,2,AmericanPaleAle(APA),35-40,40-45,4.49
99500,0,AmericanPaleAle(APA),35-40,40-45,0
160413,6,BelgianPaleAle,40-45,45-50,3.79
132636,1,Klsch,35-40,40-45,3.86
146879,1,AmericanIPA,40-45,45-50,3.5
152187,7,AmericanBlackAle,35-40,40-45,3.9
55984,0,AmericanAdjunctLager,35-40,35-40,0
158320,2,AmericanPorter,40-45,45-50,4.42
160965,4,AmericanIPA,40-45,45-50,4.05
55595,7,AmericanPaleAle(APA),35-40,40-45,3.92
114207,0,AmericanIPA,40-45,45-50,0
117671,15,FruitVegetableBeer,35-40,40-45,3.75
165137,2,MunichHellesLager,35-40,40-45,4.33
20834,2,AmericanBlondeAle,35-40,40-45,3.73
60010,8,AmericanIPA,40-45,45-50,3.53
52514,1,AmericanIPA,40-45,45-50,3.71
97446,12,AmericanIPA,40-45,45-50,3.72
33033,0,EnglishPorter,,50-55,0
73064,0,AmericanBlackAle,35-40,40-45,0
11754,1,BelgianIPA,35-40,40-45,4.75
12543,1,AmericanDoubleImperialIPA,45-50,50-55,3.62
137577,1,AmericanDoubleImperialStout,45-50,50-55,3.6
24476,0,AmericanDoubleImperialStout,45-50,50-55,0
38828,2,AmericanPaleAle(APA),35-40,40-45,3.13
130144,0,AmericanBrownAle,40-45,45-50,0
65650,0,HerbedSpicedBeer,,45-50,0
139369,3,FruitVegetableBeer,35-40,40-45,3.47
126879,1,AmericanBlackAle,35-40,40-45,3.78
108918,3,EnglishBitter,,45-50,3.79
121101,3,AmericanIPA,40-45,45-50,3.72
89941,1,ScotchAleWeeHeavy,40-45,45-50,3.71
35332,0,AmericanPorter,40-45,45-50,0
75690,"1,330",AmericanDoubleImperialStout,45-50,50-55,4.18
116124,1,Witbier,40-45,45-50,3.39
119006,1,FruitVegetableBeer,35-40,40-45,3.63
45112,0,AmericanDoubleImperialIPA,45-50,50-55,0
1682,4,EnglishPorter,,50-55,3.51
151900,5,AmericanDoubleImperialIPA,45-50,50-55,4.35
33916,0,Hefeweizen,40-45,45-50,0
130428,12,AmericanIPA,40-45,45-50,3.35
73128,2,AmericanIPA,40-45,45-50,4.04
36047,0,EnglishPorter,,50-55,0
59877,1,FruitVegetableBeer,35-40,40-45,3.71
24561,"1,135",EnglishDarkMildAle,40-45,45-50,3.7
124731,4,AmericanPorter,40-45,45-50,3.76
88657,0,AmericanStout,40-45,45-50,0
61534,0,AmericanDarkWheatAle,40-45,45-50,0
165668,1,AmericanDoubleImperialPilsner,40-45,45-50,3
59127,1,AmericanIPA,40-45,45-50,3.6
124977,77,AmericanIPA,40-45,45-50,3.92
117341,1,AmericanPaleAle(APA),35-40,40-45,3.5
144707,1,AmericanIPA,40-45,45-50,3.94
50448,5,AmericanIPA,40-45,45-50,4.08
24055,3,BerlinerWeissbier,40-45,45-50,3.41
87580,0,SaisonFarmhouseAle,45-50,45-50,0
118015,33,AmericanPorter,40-45,45-50,3.95
10501,1,Dubbel,45-50,45-50,4.25
16717,4,SaisonFarmhouseAle,45-50,45-50,3.95
42321,19,Klsch,35-40,40-45,3.88
99991,7,EuroDarkLager,,45-50,3.03
145313,19,AmericanDoubleImperialIPA,45-50,50-55,4.11
157512,27,AmericanWildAle,40-45,45-50,3.25
97226,1,AmericanStout,40-45,45-50,4
3020,4,AmericanBarleywine,45-50,50-55,4.02
2408,3,AmericanPaleAle(APA),35-40,40-45,4.05
104801,28,AmericanPorter,40-45,45-50,3.73
20323,0,Witbier,40-45,45-50,0
70032,2,HerbedSpicedBeer,,45-50,3.58
131296,1,ScotchAleWeeHeavy,40-45,45-50,1.81
35494,5,AmericanPorter,40-45,45-50,3.7
88403,18,CreamAle,35-40,40-45,3.93
2763,22,AmericanPaleAle(APA),35-40,40-45,2.98
28831,1,HerbedSpicedBeer,,45-50,2.97
104602,12,AmericanPaleAle(APA),35-40,40-45,3.96
128013,62,AmericanPaleAle(APA),35-40,40-45,3.98
146168,2,AmericanPaleAle(APA),35-40,40-45,3.81
150220,65,AmericanPorter,40-45,45-50,3.99
83977,2,Witbier,40-45,45-50,3.5
105959,1,AmericanWildAle,40-45,45-50,3.92
46568,3,AmericanIPA,40-45,45-50,4.06
122530,2,SaisonFarmhouseAle,45-50,45-50,3.9
92461,1,Gose,40-45,45-50,3.64
10902,1,AmericanPaleAle(APA),35-40,40-45,3.54
54995,1,Gose,40-45,45-50,3.75
81536,1,Dubbel,45-50,45-50,3.52
91224,1,EnglishDarkMildAle,40-45,45-50,4.47
128483,20,SaisonFarmhouseAle,45-50,45-50,3.88
25343,5,AmericanIPA,40-45,45-50,2.93
31450,1,AmericanPorter,40-45,45-50,4.6
60602,66,FruitVegetableBeer,35-40,40-45,3.98
17343,2,AmericanPaleAle(APA),35-40,40-45,2.84
110144,1,AmericanIPA,40-45,45-50,4.19
47614,245,Klsch,35-40,40-45,3.47
70812,39,AmericanIPA,40-45,45-50,3.92
113741,4,Gose,40-45,45-50,3.88
62207,17,BelgianDarkAle,45-50,45-50,4.06
8176,19,BelgianStrongPaleAle,40-45,50-55,3.66
11752,2,MrzenOktoberfest,40-45,45-50,3.87
139648,1,Lambic-Fruit,45-50,45-50,4.5
57350,1,SaisonFarmhouseAle,45-50,45-50,3.94
109017,7,SaisonFarmhouseAle,45-50,45-50,3.63
144200,81,Witbier,40-45,45-50,3.64
157250,232,Tripel,45-50,45-50,4.01
108658,5,AmericanBrownAle,40-45,45-50,4.13
140552,1,AmericanIPA,40-45,45-50,3.63
110737,23,CaliforniaCommonSteamBeer,35-40,40-45,3.53
82597,1,AmericanBlondeAle,35-40,40-45,3.75
60,37,AmericanWildAle,40-45,45-50,4.03
99280,46,Lambic-Fruit,45-50,45-50,3.32
100539,5,AmericanAmberRedAle,40-45,45-50,3.32
57621,0,Hefeweizen,40-45,45-50,0
64262,2,AmericanBlondeAle,35-40,40-45,3.84
92671,1,EnglishBitter,,45-50,4
124089,1,EuroPaleLager,35-40,40-45,2.97
48104,243,AmericanAmberRedAle,40-45,45-50,3.51
101393,1,EnglishBarleywine,45-50,50-55,4.3
159418,5,AmericanAmberRedAle,40-45,45-50,3.8
155062,1,AmericanPorter,40-45,45-50,4
13476,61,EnglishBarleywine,45-50,50-55,4.5
164788,2,BalticPorter,45-50,50-55,3.59
66611,1,IrishRedAle,35-40,40-45,3.98
61504,12,SaisonFarmhouseAle,45-50,45-50,3.68
161657,1,Hefeweizen,40-45,45-50,2.58
39987,1,AmericanPaleLager,35-40,40-45,3.81
118908,1,AmericanPorter,40-45,45-50,3.5
8285,11,FruitVegetableBeer,35-40,40-45,4.22
38147,1,AmericanBlondeAle,35-40,40-45,3.75
46018,2,AmericanDoubleImperialStout,45-50,50-55,4.04
18863,1,AmericanPorter,40-45,45-50,3.25
117926,1,AmericanIPA,40-45,45-50,4
124802,3,Hefeweizen,40-45,45-50,3.85
15657,0,Tripel,45-50,45-50,0
45577,1,AmericanDoubleImperialIPA,45-50,50-55,3.88
9820,0,BelgianPaleAle,40-45,45-50,0
167242,3,EuroPaleLager,35-40,40-45,3.27
120380,0,EnglishPaleAle,40-45,45-50,0
93337,0,AmericanBlondeAle,35-40,40-45,0
112458,2,SaisonFarmhouseAle,45-50,45-50,3.99
134497,2,AmericanStout,40-45,45-50,4.29
161826,0,HerbedSpicedBeer,,45-50,0
134609,2,AmericanPaleAle(APA),35-40,40-45,3.49
78302,1,AmericanIPA,40-45,45-50,3.53
81626,0,EnglishPorter,,50-55,0
107130,73,AmericanBarleywine,45-50,50-55,3.87
79573,1,AmericanIPA,40-45,45-50,3.75
7647,1,AmericanAmberRedLager,35-40,40-45,3.75
104370,1,AmericanPaleAle(APA),35-40,40-45,4.22
83327,6,AmericanIPA,40-45,45-50,3.74
19202,1,AmericanPorter,40-45,45-50,3.37
